region,dp,ymv.bui,ysloot.1d,xmv.bin,xsloot.1a,xsloot.1c,xsloot.1d,xsloot.1b,xweg.1,xteen.1,xberm.1a,xberm.1b,xkruin.1,xkruin.2,xberm.2a,xberm.2b,xteen.2,xweg.2,xsloot.2,xmvb.bui,ymv.bin,ysloot.1a,ysloot.1c,ysloot.1d,ysloot.1b,yweg.1,yteen.1,yberm.1a,yberm.1b,ykruin.1,ykruin.2,yberm.2a,yberm.2b,yteen.2,yweg.2,ysloot.2
Os,882.0,-1.704,-0.72,-204.0,-29.62,-27.51,-27.18,-24.0,-24.0,-16.242,-3.35,-3.35,-3.35,-0.442,8.801,16.375,37.708,42.0,58.0,69.0,0.725,0.9,-0.72,-0.72,1.724,1.724,2.18,7.59,7.59,7.59,7.65,5.14,4.8,-0.35,-0.726,-1.525
Os,883.0,-1.734,-0.61,-200.07,-34.07,-31.31,-30.88,-27.07,-27.07,-16.634,-3.165,-3.165,-3.165,-0.395,9.405,16.369,37.35,40.93,55.93,90.93,0.874,1.229,-0.61,-0.61,1.927,1.927,2.13,7.74,7.74,7.74,7.83,5.16,4.8,-0.44,-0.591,-1.316
Os,884.0,-1.67,-0.65,-201.0,-31.0,-28.44,-27.02,-23.0,-23.0,-16.718,-3.137,-3.137,-3.137,-0.344,9.392,16.455,38.519,41.0,59.0,60.0,0.931,1.058,-0.65,-0.65,2.027,2.027,2.11,7.87,7.87,7.87,7.97,5.19,4.79,-0.28,-0.613,-1.731
Os,885.0,-1.744,-0.65,-200.0,-31.0,-28.23,-27.55,-24.0,-24.0,-16.401,-3.091,-3.091,-3.091,-0.166,10.236,16.493,37.755,40.0,48.0,63.0,1.012,1.194,-0.65,-0.65,1.718,1.718,2.18,7.85,7.85,7.85,7.95,5.08,4.74,-0.37,-0.32,-0.822
Os,886.0,-1.672,-0.89,-201.0,-30.44,-27.95,-27.54,-24.0,-24.0,-16.436,-3.126,-3.126,-3.126,-0.224,9.676,16.467,37.273,39.0,49.0,54.0,0.958,0.958,-0.89,-0.89,1.733,1.733,2.12,7.84,7.84,7.84,7.91,5.06,4.73,-0.43,-0.39,-1.55
Os,887.0,-1.686,-1.3,-193.0,-32.0,-30.13,-29.77,-28.0,-26.0,-16.659,-3.011,-3.011,-3.011,0.351,9.749,16.244,36.38,42.0,53.0,57.0,0.778,0.898,-1.3,-1.3,0.78,1.892,2.11,7.88,7.88,7.88,7.99,5.08,4.74,-0.3,-0.857,-1.64
Os,888.0,-1.667,-0.91,-200.0,-30.0,-28.0,-27.32,-24.0,-24.0,-16.475,-3.276,-3.276,-3.276,0.018,6.486,12.682,34.852,38.0,43.0,49.0,0.632,0.632,-0.91,-0.91,1.643,1.643,2.1,7.75,7.75,7.75,7.76,5.16,4.84,-0.71,-0.802,-1.297
Os,889.0,-1.659,1.14,-200.0,-30.0,-30.0,-30.0,-30.0,-22.0,-14.39,-3.367,-3.367,-3.367,0.075,5.9,13.044,34.464,38.0,38.0,53.0,1.108,1.145,1.14,1.14,1.145,1.645,2.35,7.6,7.6,7.6,7.67,5.2,4.81,-0.78,-0.848,-0.848
Os,890.0,-1.678,-0.61,-201.0,-30.43,-28.64,-28.38,-27.0,-24.0,-14.484,-2.845,-2.845,-2.845,-0.482,6.574,13.032,35.371,48.0,48.0,50.0,0.586,0.586,-0.61,-0.61,0.313,1.948,2.36,7.72,7.72,7.72,7.79,5.21,4.8,-0.92,-1.669,-1.669
Os,891.0,-1.7,-0.61,-201.0,-31.0,-29.02,-27.42,-26.0,-23.0,-15.91,-2.969,-2.969,-2.969,-0.195,7.566,16.436,41.247,48.0,48.0,54.0,0.691,0.713,-0.61,-0.61,0.336,1.845,2.08,7.59,7.59,7.59,7.73,5.25,4.8,-0.87,-1.561,-1.561
Os,892.0,-1.624,-0.61,-191.0,-69.0,-64.75,-32.44,-32.0,-28.0,-16.44,-3.039,-3.039,-3.039,-0.049,7.358,15.545,39.388,45.0,48.0,52.0,2.027,2.224,-0.61,-0.61,-0.315,1.514,2.05,7.47,7.47,7.47,7.54,5.29,4.79,-0.72,-1.172,-1.581
Os,893.0,-1.738,-0.61,-189.0,-39.0,-37.22,-34.58,-31.0,-31.0,-20.837,-18.557,-15.775,-3.498,-0.045,6.891,16.52,41.501,45.0,45.0,62.0,0.388,0.578,-0.61,-0.61,1.776,1.776,2.03,2.36,2.47,7.42,7.56,5.22,4.77,-0.7,-0.77,-0.77
Os,894.0,-1.647,-0.61,-200.59,-35.59,-33.29,-31.68,-29.59,-27.59,-20.72,-6.062,-2.908,-2.908,5.6,20.939,23.952,49.312,54.41,54.41,64.41,0.124,0.923,-0.61,-0.61,0.78,1.339,1.54,7.05,7.21,7.2,7.24,4.92,4.75,-0.69,-0.932,-0.932
Os,895.0,-1.61,-0.61,-201.0,-35.0,-32.41,-30.17,-27.0,-27.0,-20.273,-14.492,-9.549,-2.992,-0.042,8.032,17.047,38.783,59.0,59.0,84.0,0.326,1.116,-0.61,-0.61,1.506,1.506,1.58,4.23,4.51,7.0,7.08,4.96,4.48,-0.85,-1.272,-1.272
Os,896.0,-1.512,-0.66,-200.45,-28.44,-26.65,-25.51,-22.45,-22.45,-16.137,-3.223,-3.223,-3.223,-0.269,7.67,16.484,34.169,40.55,41.55,124.55,0.295,0.535,-0.66,-0.66,1.377,1.377,1.47,6.9,6.9,6.9,6.89,4.83,4.49,-0.01,-0.323,-0.838
Os,897.0,-1.44,-0.67,-157.97,-27.95,-26.16,-25.74,-22.97,-22.97,-15.661,-3.228,-3.228,-3.228,-0.324,7.452,16.324,34.007,43.03,43.03,165.03,0.52,0.52,-0.67,-0.67,1.174,1.174,1.44,6.74,6.74,6.74,6.82,4.76,4.5,-0.03,-0.56,-0.56
Os,898.0,-0.641,1.0,-140.9,-25.9,-25.9,-25.9,-25.9,-25.9,-15.795,-2.72,-2.72,-2.72,-0.008,7.649,16.292,34.042,65.1,92.1,131.1,0.793,0.995,1.0,1.0,0.995,0.995,1.54,6.91,6.91,6.91,6.91,4.8,4.49,0.16,0.329,0.072
Os,899.0,0.444,-0.6,-201.0,-29.0,-26.72,-24.91,-22.0,-22.0,-15.455,-3.134,-3.134,-3.134,-0.037,6.836,15.574,33.24,74.0,108.0,108.0,0.769,0.917,-0.6,-0.6,1.337,1.337,1.46,6.79,6.79,6.79,6.8,4.74,4.49,-0.04,0.249,0.444
Os,900.0,0.359,-0.58,-200.16,-29.1,-26.78,-25.34,-22.16,-22.16,-15.482,-3.792,-3.792,-3.792,-0.265,6.852,12.799,31.405,42.84,42.84,88.84,0.76,0.97,-0.58,-0.58,1.542,1.542,1.76,6.64,6.64,6.64,6.62,4.53,4.28,-0.26,0.681,0.681
Os,901.0,0.458,-0.62,-200.94,-21.31,-19.94,-19.64,-17.94,-16.94,-12.566,-3.172,-3.172,-3.172,0.232,4.556,8.837,22.561,113.06,113.06,113.06,0.765,0.903,-0.62,-0.62,1.27,1.66,1.72,5.57,5.57,5.57,5.59,4.23,4.07,0.54,0.458,0.458
Os,902.0,0.348,-0.62,-200.74,-22.74,-20.88,-20.64,-17.74,-17.74,-12.859,-3.085,-3.085,-3.085,-0.184,3.793,8.721,22.375,142.26,142.26,142.26,0.791,0.814,-0.62,-0.62,1.614,1.614,1.7,5.76,5.76,5.76,5.57,4.28,4.07,0.5,0.348,0.348
Os,903.0,0.034,-0.91,-201.0,-22.73,-20.54,-20.2,-17.0,-17.0,-12.5,-2.874,-2.874,-2.874,-0.523,3.791,8.798,22.476,43.0,43.0,174.0,0.731,0.838,-0.91,-0.91,1.653,1.653,1.74,5.78,5.78,5.78,5.72,4.28,4.07,0.52,0.862,0.862
Os,904.0,0.459,-0.91,-201.0,-21.0,-19.56,-19.24,-18.0,-17.0,-12.003,-2.666,-2.666,-2.666,0.248,4.352,9.273,23.004,139.0,139.0,203.0,0.69,0.69,-0.91,-0.91,0.47,1.361,1.65,5.68,5.68,5.68,5.67,4.19,4.04,0.5,0.239,0.239
Os,905.0,0.938,-0.9,-201.0,-21.88,-20.07,-19.71,-17.0,-17.0,-12.189,-3.058,-3.058,-3.058,-0.234,3.876,8.984,22.715,86.0,192.0,233.0,0.744,0.744,-0.9,-0.9,1.564,1.564,1.68,5.62,5.62,5.62,5.59,4.21,4.06,0.51,0.418,0.642
Os,906.0,1.114,-0.9,-200.0,-21.0,-19.46,-19.19,-17.0,-17.0,-12.373,-3.053,-3.053,-3.053,0.172,3.776,9.139,22.774,97.0,181.0,263.0,0.718,0.718,-0.9,-0.9,1.408,1.408,1.6,5.68,5.68,5.68,5.69,4.41,4.11,0.43,0.471,0.743
Os,907.0,1.124,-0.87,-200.0,-21.73,-20.16,-19.88,-18.0,-17.0,-12.307,-3.181,-3.181,-3.181,-0.14,3.683,9.211,22.88,144.0,265.0,294.0,0.786,0.786,-0.87,-0.87,1.11,1.541,1.59,5.62,5.62,5.62,5.63,4.39,4.13,0.46,0.549,1.103
Os,908.0,1.182,-0.85,-200.0,-22.0,-19.93,-19.72,-17.0,-17.0,-12.155,-2.848,-2.848,-2.848,0.281,4.022,9.428,23.118,145.0,301.0,324.0,0.739,0.876,-0.85,-0.85,1.414,1.414,1.6,5.65,5.65,5.65,5.65,4.38,4.12,0.48,0.601,1.255
Os,909.0,1.347,-0.75,-200.0,-22.0,-20.18,-19.92,-18.0,-18.0,-12.645,-2.898,-2.898,-2.898,-0.236,4.009,9.043,22.779,36.0,113.0,353.0,0.627,0.982,-0.75,-0.75,1.082,1.082,1.58,5.72,5.72,5.72,5.63,4.34,4.11,0.54,1.392,0.676
Os,910.0,1.357,-0.75,-200.93,-22.36,-20.66,-20.34,-17.93,-17.93,-12.902,-2.983,-2.983,-2.983,-0.082,2.978,8.192,22.452,128.07,201.07,375.07,0.597,0.725,-0.75,-0.75,1.349,1.349,1.46,5.66,5.66,5.66,5.54,4.55,4.32,0.5,0.846,0.821
Os,911.0,1.26,-0.75,-200.43,-27.43,-25.87,-25.54,-23.43,-23.43,-18.496,-8.215,-8.215,-8.215,-3.121,0.04,5.412,21.176,118.57,260.57,424.57,0.609,0.67,-0.75,-0.75,1.172,1.172,1.41,5.95,5.95,5.95,5.96,5.16,5.06,0.52,0.955,0.905
Os,912.0,1.371,-0.26,-200.7,-28.27,-26.64,-26.3,-24.7,-24.7,-13.865,-3.016,-3.016,-3.016,-0.009,4.873,10.632,23.735,64.3,170.3,409.3,0.919,0.994,-0.26,-0.26,0.971,0.971,2.2,6.68,6.68,6.68,6.67,5.18,5.0,0.53,1.133,0.779
Os,913.0,1.458,-0.27,-200.41,-24.29,-22.51,-22.28,-20.41,-20.41,-15.705,-3.001,-3.001,-3.001,0.089,4.361,12.136,25.29,62.59,137.59,372.59,0.808,1.1,-0.27,-0.27,1.171,1.171,1.67,6.77,6.77,6.77,6.85,5.33,4.97,0.47,1.385,0.876
Os,914.0,1.459,-0.33,-200.31,-24.01,-22.57,-22.23,-20.31,-20.31,-15.684,-2.899,-2.899,-2.899,-0.029,4.997,11.208,24.345,81.69,81.69,330.69,0.799,0.868,-0.33,-0.33,1.274,1.274,1.51,6.79,6.79,6.79,6.84,5.26,4.99,0.49,0.832,0.832
Os,915.0,1.4,-0.39,-105.45,-24.54,-22.84,-22.61,-21.45,-20.45,-15.473,-2.954,-2.954,-2.954,0.066,4.607,10.683,23.869,54.55,276.55,293.55,0.9,1.03,-0.39,-0.39,0.575,1.403,1.62,6.81,6.81,6.81,6.82,5.21,4.95,0.48,0.902,1.398
Os,916.0,1.368,-0.54,-200.63,-26.63,-24.47,-24.21,-21.63,-21.63,-16.151,-3.399,-3.399,-3.399,-0.46,4.566,10.072,23.266,63.37,103.37,245.37,0.833,0.949,-0.54,-0.54,1.239,1.239,1.8,6.82,6.82,6.82,6.85,5.2,4.96,0.46,0.978,1.102
Os,917.0,1.231,-0.51,-201.0,-26.0,-24.02,-23.79,-21.0,-21.0,-16.008,-3.191,-3.191,-3.191,-0.266,4.979,9.971,23.09,52.0,203.0,203.0,0.91,0.953,-0.51,-0.51,1.554,1.554,1.73,6.79,6.79,6.79,6.82,5.15,4.98,0.53,1.033,1.231
Os,918.0,1.098,-0.51,-200.0,-26.0,-24.15,-23.81,-21.0,-21.0,-15.824,-3.329,-3.329,-3.329,-0.538,4.939,9.57,22.662,51.0,51.0,152.0,0.813,0.813,-0.51,-0.51,1.497,1.497,1.73,6.88,6.88,6.88,6.98,5.17,4.99,0.5,0.96,0.96
Os,919.0,0.935,-0.51,-168.0,-28.0,-26.3,-25.97,-24.0,-21.0,-16.337,-4.31,-4.31,-4.31,-1.189,4.649,9.548,22.955,55.0,55.0,97.0,0.588,0.794,-0.51,-0.51,1.008,1.627,1.9,6.85,6.85,6.85,6.94,5.2,4.98,0.53,0.831,0.831
Os,920.0,1.106,-0.51,-101.0,-28.0,-26.38,-26.17,-24.0,-20.0,-12.743,-3.585,-3.585,-3.585,-0.532,3.781,9.647,24.75,55.0,55.0,132.0,0.559,0.785,-0.51,-0.51,1.228,1.292,2.43,6.58,6.58,6.58,6.52,5.17,5.01,0.54,0.77,0.77
Os,921.0,1.022,-0.51,-104.85,-29.85,-27.67,-27.33,-23.85,-23.85,-12.375,-3.838,-3.838,-3.838,-0.202,3.245,9.958,24.965,49.15,172.15,192.15,0.755,0.995,-0.51,-0.51,1.887,1.887,2.47,6.39,6.39,6.39,6.47,5.27,4.97,0.53,0.707,1.096
Os,922.0,0.567,-0.61,-201.0,-25.0,-22.73,-21.35,-17.0,-17.0,-11.636,-3.406,-3.406,-3.406,-0.253,3.657,9.432,23.755,45.0,163.0,252.0,0.855,0.902,-0.61,-0.61,2.292,2.292,2.62,6.53,6.53,6.53,6.59,5.2,4.96,0.77,0.817,0.933
Os,923.0,0.994,-0.61,-200.0,-23.98,-22.18,-21.15,-17.0,-17.0,-11.629,-3.141,-3.141,-3.141,-0.18,3.648,9.059,23.377,37.0,63.0,312.0,0.588,0.588,-0.61,-0.61,2.156,2.156,2.57,6.53,6.53,6.53,6.59,5.14,4.94,0.76,1.267,0.814
Os,924.0,1.111,-0.61,-201.0,-24.0,-22.19,-21.93,-18.0,-18.0,-12.17,-3.658,-3.658,-3.658,-0.565,3.356,8.698,22.946,32.0,86.0,371.0,0.686,0.686,-0.61,-0.61,2.198,2.198,2.55,6.55,6.55,6.55,6.58,5.22,4.94,0.75,1.273,0.872
Os,925.0,1.117,-0.61,-201.0,-24.0,-22.26,-21.95,-20.0,-20.0,-11.896,-3.128,-3.128,-3.128,-0.207,3.834,9.105,23.441,38.0,270.0,435.0,0.691,0.839,-0.61,-0.61,1.018,1.018,2.45,6.51,6.51,6.51,6.57,5.16,4.96,0.77,1.043,1.089
Os,926.0,1.044,-0.61,-210.0,-23.0,-21.19,-20.77,-17.0,-17.0,-12.26,-3.261,-3.261,-3.261,-0.49,3.542,8.919,23.196,89.0,323.0,494.0,0.646,0.732,-0.61,-0.61,2.182,2.182,2.36,6.46,6.46,6.46,6.56,5.09,4.96,0.75,1.058,1.207
Os,927.0,0.969,-0.61,-200.78,-22.43,-20.53,-20.33,-16.78,-16.78,-11.154,-3.054,-3.054,-3.054,-0.088,3.695,9.179,23.521,162.22,412.22,539.22,0.723,0.85,-0.61,-0.61,2.119,2.119,2.4,6.41,6.41,6.41,6.53,5.13,4.95,0.77,0.968,1.238
Os,928.0,0.92,-0.61,-200.2,-23.11,-21.22,-20.79,-17.2,-17.2,-11.706,-3.216,-3.216,-3.216,-0.496,3.366,8.869,23.138,94.8,152.8,584.8,0.746,0.844,-0.61,-0.61,2.154,2.154,2.49,6.54,6.54,6.54,6.55,5.18,4.97,0.77,1.516,0.971
Os,929.0,0.88,-0.61,-200.48,-24.48,-22.7,-22.29,-20.48,-17.48,-11.689,-2.885,-2.885,-2.885,-0.397,3.266,8.907,23.114,116.52,242.52,631.52,0.756,0.756,-0.61,-0.61,0.784,2.124,2.36,6.46,6.46,6.46,6.44,5.12,4.97,0.76,1.383,0.672
Os,930.0,0.802,-0.61,-200.68,-23.68,-21.92,-21.62,-19.68,-17.68,-11.714,-2.538,-2.538,-2.538,-0.022,3.611,9.262,23.502,83.32,272.32,694.32,0.857,0.857,-0.61,-0.61,1.008,2.151,2.39,6.49,6.49,6.49,6.49,5.32,4.92,0.75,1.87,0.671
Os,931.0,0.758,-0.61,-200.01,-32.01,-30.03,-28.34,-24.01,-24.01,-16.346,-3.844,-3.844,-3.844,0.152,4.744,12.875,28.862,46.99,316.99,732.99,0.707,0.707,-0.61,-0.61,2.277,2.277,2.65,6.68,6.68,6.68,6.85,5.33,5.04,0.75,1.817,0.619
Os,932.0,0.738,-2.82,-187.02,-88.02,-85.12,-84.74,-81.02,-50.02,-13.058,-2.782,-2.782,-2.782,0.146,3.82,13.315,29.165,83.98,330.98,738.98,-1.542,-0.586,-2.82,-2.82,0.04,2.226,2.67,6.62,6.62,6.62,6.45,5.18,5.05,0.74,1.947,0.655
Os,933.0,0.698,-2.82,-113.61,-37.61,-35.11,-34.83,-30.61,-30.61,-15.566,-2.534,-2.534,-2.534,-0.401,4.655,8.709,24.388,68.39,329.39,704.39,-1.12,-0.968,-2.82,-2.82,0.308,0.308,2.54,6.97,6.97,6.97,6.93,5.26,5.05,0.7,1.679,0.562
Os,934.0,0.679,-2.82,-200.25,-34.25,-32.01,-31.66,-29.25,-29.25,-14.783,-2.64,-2.64,-2.64,-0.314,4.225,8.755,24.421,105.75,175.75,662.75,-1.468,-0.954,-2.82,-2.82,-0.812,-0.812,2.54,6.87,6.87,6.87,6.76,5.3,5.03,0.74,1.476,0.891
Os,935.0,0.653,-2.82,-200.37,-35.08,-32.84,-32.6,-29.37,-29.37,-14.993,-2.779,-2.779,-2.779,-0.242,3.986,8.434,24.003,71.63,257.63,633.63,-1.465,-1.324,-2.82,-2.82,-0.665,-0.665,2.49,6.78,6.78,6.78,6.75,5.28,5.02,0.72,1.402,0.608
Os,936.0,0.74,-2.82,-203.67,-37.67,-35.5,-33.84,-30.67,-30.67,-27.168,-20.02,-15.106,-3.422,-0.601,3.542,8.42,25.664,37.33,206.33,603.33,-1.416,-1.372,-2.82,-2.82,-0.706,-0.706,-0.43,2.08,2.49,6.62,6.57,5.26,5.03,0.24,1.141,0.556
Os,937.0,0.458,-2.6,-200.9,-42.9,-40.72,-39.36,-36.9,-36.9,-33.331,-13.033,-8.757,-2.912,-1.442,3.981,8.973,26.644,65.1,182.1,566.1,-1.147,-1.147,-2.6,-2.6,-0.963,-0.963,-0.46,5.15,5.17,7.06,7.02,5.22,5.01,0.23,0.887,0.356
Os,938.0,0.424,-2.6,-200.18,-41.18,-38.87,-37.12,-34.18,-34.18,-31.03,-24.283,-18.299,-3.204,0.194,2.525,8.426,41.245,158.82,515.82,542.82,-1.062,-1.062,-2.6,-2.6,-0.638,-0.638,-0.47,2.03,2.21,7.56,7.59,6.87,6.7,-0.27,0.44,0.55
Os,939.0,0.43,-2.6,-77.93,-40.93,-38.84,-37.44,-34.93,-34.93,-30.654,-22.826,-17.905,-2.748,-0.709,6.738,11.866,31.101,74.07,310.07,470.07,-1.208,-1.208,-2.6,-2.6,-0.926,-0.926,-0.55,2.17,2.38,7.96,7.96,5.27,5.01,-0.3,0.178,0.655
Os,940.0,0.444,-2.6,-121.54,-40.54,-38.78,-36.24,-34.54,-33.54,-29.467,-22.601,-17.392,-2.361,-0.751,6.917,11.92,31.192,31.46,150.46,410.46,-1.526,-1.43,-2.6,-2.6,-1.47,-0.701,-0.39,2.36,2.5,8.17,8.13,5.39,5.0,-0.25,-0.04,0.568
Os,941.0,0.175,-2.6,-149.65,-47.47,-45.62,-43.25,-39.65,-39.65,-36.208,-27.729,-21.978,-2.926,-0.494,6.894,16.58,35.864,67.35,67.35,244.35,-1.369,-1.369,-2.6,-2.6,-0.202,-0.202,-0.39,2.25,2.43,7.88,7.85,5.31,5.02,-0.31,0.018,0.018
Os,942.0,-0.238,-2.6,-151.83,-51.14,-49.01,-48.08,-44.83,-44.83,-37.509,-27.959,-22.554,-3.935,-0.165,11.555,72.012,91.332,119.17,119.17,177.17,-1.479,-1.179,-2.6,-2.6,-0.436,-0.436,-0.28,2.32,2.45,7.65,7.71,5.75,5.07,-0.25,-0.386,-0.386
Os,943.0,-0.224,-2.6,-127.63,-52.44,-50.54,-49.4,-47.63,-45.63,-38.256,-14.157,-10.103,-1.496,0.112,5.656,30.64,49.919,50.37,118.37,118.37,-1.57,-1.335,-2.6,-2.6,-1.418,-0.572,-0.35,4.53,4.6,7.49,7.46,5.53,5.04,-0.29,-0.042,-0.224
Os,944.0,-0.194,-2.6,-200.62,-41.62,-39.49,-37.9,-34.62,-32.62,-25.008,-24.327,-19.442,-2.616,-0.292,6.047,11.494,30.824,32.38,32.38,125.38,-1.179,-1.179,-2.6,-2.6,-0.41,0.191,0.35,0.47,0.47,7.57,7.53,5.32,5.04,-0.3,-0.076,-0.076
Os,945.0,-0.236,-2.8,-181.0,-43.0,-40.01,-39.74,-36.0,-25.0,-20.14,-2.477,-2.477,-2.477,0.102,6.083,11.532,30.807,36.0,36.0,140.0,-0.806,-0.806,-2.8,-2.8,-0.308,0.573,0.61,7.52,7.52,7.52,7.5,5.27,5.06,-0.3,-0.032,-0.032
Os,946.0,-0.284,-2.8,-200.0,-46.0,-43.65,-43.23,-40.0,-22.0,-19.643,-1.731,-1.731,-1.731,0.519,6.843,11.269,30.525,66.0,118.0,118.0,-1.235,-1.235,-2.8,-2.8,-0.644,0.503,0.45,7.32,7.32,7.32,7.33,5.29,5.06,-0.25,-0.237,-0.284
Os,947.0,-0.447,-2.8,-183.0,-47.0,-44.85,-44.14,-41.0,-30.0,-20.075,-3.06,-3.06,-3.06,0.1,5.681,11.096,30.411,33.0,33.0,115.0,-1.364,-1.364,-2.8,-2.8,-0.705,0.278,0.47,7.05,7.05,7.05,7.07,5.28,5.07,-0.24,-0.364,-0.364
Os,948.0,-0.522,-2.8,-130.0,-47.0,-44.6,-43.41,-40.0,-30.0,-19.311,-2.478,-2.478,-2.478,-0.047,5.133,9.562,28.902,32.0,32.0,150.0,-1.2,-1.2,-2.8,-2.8,-0.527,0.104,0.37,6.7,6.7,6.7,6.73,5.21,5.07,-0.26,-0.298,-0.298
Os,949.0,-0.556,-2.8,-200.0,-46.0,-43.2,-42.54,-39.0,-22.0,-19.184,-2.405,-2.405,-2.405,-0.003,4.794,9.294,28.617,31.0,190.0,190.0,-0.933,-0.933,-2.8,-2.8,-0.44,0.478,0.41,6.77,6.77,6.77,6.69,5.31,5.05,-0.27,-0.235,-0.556
Os,950.0,-0.624,-2.8,-200.0,-46.0,-43.54,-42.32,-39.0,-19.0,-18.196,-2.085,-2.085,-2.085,0.222,4.547,9.613,28.909,30.0,30.0,227.0,-1.163,-1.163,-2.8,-2.8,-0.585,0.449,0.52,6.58,6.58,6.58,6.56,5.25,5.04,-0.29,-0.179,-0.179
Os,951.0,-0.606,-2.8,-200.08,-47.08,-44.67,-43.19,-40.08,-27.08,-18.415,-2.082,-2.082,-2.082,0.685,5.384,9.87,29.178,34.18,174.92,263.92,-1.195,-1.195,-2.8,-2.8,-0.728,0.437,0.67,6.76,6.76,6.76,6.78,5.23,5.04,-0.28,-0.043,-0.373
Os,952.0,-0.652,-2.8,-196.0,-45.0,-42.6,-40.64,-36.0,-36.0,-17.465,-2.821,-2.821,-2.821,0.123,4.697,9.389,28.699,34.0,34.0,308.0,-1.202,-1.202,-2.8,-2.8,0.291,0.291,1.32,6.9,6.9,6.9,6.89,5.21,5.01,-0.31,-0.012,-0.012
Os,953.0,-0.823,-2.8,-201.0,-38.86,-34.16,-32.41,-28.0,-24.0,-16.967,-2.19,-2.19,-2.19,0.139,5.677,9.164,28.424,35.0,246.0,347.0,0.2,0.33,-2.8,-2.8,0.14,1.056,1.38,7.1,7.1,7.1,7.07,5.15,5.01,-0.3,0.08,-0.645
Os,954.0,-0.621,-2.8,-200.0,-38.89,-34.37,-32.83,-28.0,-28.0,-16.919,-2.999,-2.999,-2.999,0.09,5.535,8.505,27.81,33.0,215.0,384.0,0.035,0.216,-2.8,-2.8,0.421,0.421,1.4,7.01,7.01,7.01,7.03,5.17,5.06,-0.23,0.102,-0.314
Os,954.83,-0.492,-3.85,-201.76,-69.76,-65.47,-43.37,-38.76,-35.76,-17.759,-9.217,-5.987,-3.423,-1.818,3.497,7.548,23.961,50.24,135.24,416.24,-0.991,-0.991,-3.85,-3.85,-0.778,-0.78,1.86,6.03,6.2,6.85,7.0,5.18,4.98,1.44,-1.243,-1.196
Os,956.0,-0.43,-1.59,-200.35,-28.35,-26.95,-26.63,-25.35,-22.35,-15.976,-3.266,-3.266,-3.266,0.321,4.069,8.071,26.011,84.65,185.65,440.65,-0.253,-0.253,-1.59,-1.59,-0.374,1.227,1.56,6.76,6.76,6.76,6.8,5.02,4.89,0.34,0.539,-0.088
Os,957.0,-0.425,-1.59,-202.4,-31.4,-29.43,-29.22,-26.4,-23.4,-16.479,-3.113,-3.113,-3.113,0.313,3.853,7.899,25.66,132.6,132.6,474.6,0.2,0.2,-1.59,-1.59,0.973,1.376,1.51,6.67,6.67,6.67,6.62,5.01,4.83,0.38,0.394,0.394
Os,958.0,-0.373,-1.55,-180.0,-47.0,-45.07,-44.78,-42.0,-38.0,-16.3,-3.255,-3.255,-3.255,-0.283,4.11,15.725,31.328,70.0,347.0,493.0,0.131,0.131,-1.55,-1.55,0.868,1.385,2.35,6.88,6.88,6.88,6.89,5.25,4.86,0.85,0.887,-0.084
Os,959.0,-0.373,-1.0,-164.01,-65.01,-64.59,-64.25,-64.01,-58.01,-14.343,-4.223,-4.223,-4.223,-0.389,5.076,13.221,28.902,77.99,77.99,472.99,-0.794,-0.719,-1.0,-1.0,-0.84,1.903,2.82,6.86,6.86,6.86,6.88,5.06,4.86,0.88,0.774,0.774
Os,960.0,-0.301,-1.0,-191.16,-35.16,-34.67,-33.29,-33.16,-27.16,-16.67,-2.838,-2.838,-2.838,-0.012,5.391,9.727,27.547,48.84,94.84,409.84,-0.672,-0.672,-1.0,-1.0,-0.912,1.791,2.21,7.05,7.05,7.05,6.9,5.0,4.87,0.34,0.744,0.684
Os,961.0,-0.24,-1.0,-200.22,-30.22,-29.48,-29.22,-29.22,-23.22,-15.533,-2.501,-2.501,-2.501,0.44,6.556,10.476,28.826,78.78,331.78,331.78,-0.662,-0.506,-1.0,-1.0,-1.0,1.494,1.95,7.21,7.21,7.21,7.34,5.0,4.84,0.43,0.332,-0.24
Os,962.0,-0.168,-1.0,-200.56,-31.56,-30.72,-29.5,-27.56,-23.56,-16.238,-3.179,-3.179,-3.179,-0.293,5.639,9.528,29.203,157.44,157.44,250.44,-0.55,-0.443,-1.0,-1.0,0.294,1.695,1.94,7.37,7.37,7.37,7.54,5.01,4.83,-0.1,0.039,0.039
Os,963.0,-0.132,-1.0,-172.0,-30.0,-28.66,-27.43,-25.0,-23.0,-16.046,-2.794,-2.794,-2.794,0.278,6.195,10.021,30.466,176.0,176.0,176.0,-0.156,-0.109,-1.0,-1.0,0.622,1.474,1.82,7.39,7.39,7.39,7.69,5.2,4.99,-0.11,-0.132,-0.132
Os,964.0,0.008,-1.0,-54.0,-31.53,-29.92,-29.71,-28.0,-23.0,-17.423,-3.054,-3.054,-3.054,-0.199,5.581,9.693,30.186,107.0,107.0,107.0,-0.182,0.074,-1.0,-1.0,0.138,1.618,1.92,7.52,7.52,7.52,7.61,5.27,5.08,-0.12,0.008,0.008
Os,965.0,0.24,-1.0,-200.0,-32.0,-30.89,-29.84,-28.0,-24.0,-17.292,-2.981,-2.981,-2.981,-0.668,4.095,8.209,28.826,78.0,78.0,78.0,-0.26,-0.26,-1.0,-1.0,0.228,0.802,1.56,7.37,7.37,7.37,7.6,5.27,5.06,-0.1,0.24,0.24
